is_real_estate_post,area_LLM,bedroom_LLM,total_room_LLM,wc_LLM,alleyway_property,under_mortgage,residential_purpose,furnished,has_lowerlevel,has_rooftop,numbers_of_floors,street_name,article_id
1,798,,,,1,,,,1,,2,LÊ VĂN QUỚI,258590
1,112,,,,1,,,,,,3,LÊ VĂN QUỚI,258591
1,64,4,4,5,1,0,1,0,0,1,2,MIẾU GÒ XOÀI,258593
1,87.5,4,4,4,1,,,,,1,2,TÂN HOÀ ĐÔNG,258594
1,80,,,,1,,,,,,1,ĐẤT MỚI,258595
1,144,,,,1,,,,,,0,BÙI ĐÌNH TUÝ,258597
1,78,2,,2,,,,,,,2,Nguyễn Chí Thanh,258602
1,58,2,2,1,,,,,,,0,Tạ Quang Bửu,258606
1,51,1,,,,1,1,1,,1,7,Tạ Quang Bửu,258607
1,56,,,,,1,1,1,1,,,Lương Đình Của,258608
1,50,,,,1,,,,,,4,Lãnh Binh Thăng,258609
1,42,,,,,,,1,1,,,,258610
1,40,,,,1,,,1,,,0,Lê Đại Hành,258613
1,,,,,,,,,,,9,,258614
1,44,,,,1,,,,,,2,LÊ VĂN QUỚI,258615
1,52,3,3,3,1,0,1,0,0,0,2,HƯƠNG LỘ 2,258616
1,18,2,4,2,1,0,1,0,0,0,3,Hoàng Hoa Thám,258631
1,27,3,3,2,1,0,1,0,1,0,3,Nguyễn Văn Dưỡng,258636
1,56,,,,1,1,1,,,,0,Lạc Long Quân,258638
1,50,4,4,6,1,0,1,1,1,1,5,Đường Phạm Văn Chiêu,258641
1,52,4,4,3,1,,1,,,1,3,Quang Trung,258647
1,88,4,0,0,1,0,0,0,1,1,4,Phan Văn Trị,258648
1,200,5,5,5,,,1,,,1,3,Kha Vạn Cân,258655
1,56,3,6,3,1,0,1,0,0,0,3,NGUYỄN DUY TRINH,258662
1,75.1,,,,1,1,,,,,,Đường 26 Tháng 3,258666
1,38.25,4,5,4,1,,,,,1,4,Phạm Văn Đồng,258667
1,110,5,5,4,1,,1,,,,4,Bạch Đằng,258668
1,,5,5,5,1,,,,,1,5,Vạn Kiếp,258669
1,61.4,4,4,4,1,1,1,1,1,1,2,Lê Văn Chí,258670
1,60,2,,1,1,,,,,,0,Lê Lợi,258674
1,52,,,,1,,,,,,0,Ni Sư Huỳnh Liên,258675
1,33,3,4,3,,,,,,1,4,Phạm Văn Đồng,258677
1,62,4,,,1,,1,,1,1,4,HƯƠNG LỘ 3,258679
1,200,4,4,4,,,1,1,,1,3,Đường 16 Linh Trung,258686
1,34,,,,1,0,1,,,,0,Bùi Thị Xuân,258689
1,42,,,,,,,1,1,,,,258690
1,1188,,,,,,,,,,0,Nguyễn Duy Trinh,258693
1,74,,,,1,,1,,,,0,Huỳnh Thị Hai,258695
1,,6,8,7,,,,,,,5,Bình Thạnh,258696
,,,,,,,,,,,0,,258699
1,77.4,,,,1,,,,,1,2,Nguyễn Thái Sơn,258701
0,80,7,7,7,1,0,0,0,1,1,5,Bạch Đằng,258702
1,,,,,1,,,,,,4,Trần Hưng Đạo,258704
1,61,3,3,2,1,0,1,0,0,0,2,Lò Gốm,258706
1,,3,,2,1,,,,,,3,Ni Sư Huỳnh Liên,258707
1,75,6,6,6,1,0,1,0,0,1,4,Đường Trục (Đặng Thuỳ Trâm),258714
1,57,,,,1,,,,,,0,Lạc Long Quân,258719
1,96,3,5,4,1,,,,,,3,Nguyễn Văn Nghi,258720
1,88,4,,,1,,1,,,1,3,Nguyễn Văn Lượng,258721
1,52,3,5,2,1,,1,1,1,,2,Trần Văn Quang,258724
1,45,5,5,6,1,,,,1,1,3,TÂN BÌNH,258726
1,21,3,,2,,,,,1,,3,Quang Trung,258727
1,85,,,,1,,,,,1,2,Phan Văn Trị,258728
1,96,5,5,4,1,0,1,0,0,0,3,Nguyễn Thái Sơn,258729
1,,,,,1,,1,1,1,1,5,Lê Văn Sỹ,258734
1,48,4,,3,1,,,,,,3,Đường số 6,258736
1,29,2,,2,1,,,,,,2,Thống Nhất,258738
1,52,,,,1,,,,,,0,Trần Văn Quang,258741
1,43,3,3,,1,,1,1,,1,3,Bảy Hiền,258747
1,,3,,3,1,,,1,1,,3,,258748
1,29,2,,2,,,,,,,2,Thiên Phước,258752
1,60,2,3,2,1,,,,1,,3,Bùi Đình Túy,258753
1,80,4,4,4,1,,,,1,1,3,Phạm Huy Thông,258754
1,,,,,1,,1,,,,,Trịnh Đình Trọng,258758
1,150,4,6,3,,,1,1,,,,Nguyễn Văn Hưởng,258759
1,83,,,,,,,,,,,Nguyễn Văn Quá,258764
1,133,,,,,,,,,,0,Nguyễn Thành Vĩnh,258765
1,50,4,,5,1,,,,,,4,Phan Huy Ích,258766
1,44,5,6,4,1,0,1,0,1,1,4,Đồng Đen,258768
1,,5,,,1,,,,1,1,4,Đồng Đen,258769
1,80,3,3,4,1,0,1,0,0,0,2,Lê Lợi,258770
1,78,3,3,3,1,,,,,,2,Nguyễn Văn Công,258771
1,130,,,,1,,1,,,,2,Lê Văn Sỹ,258774
1,83,3,,4,1,,1,,,1,4,Lê Văn Sỹ,258776
1,1055,,,,,,1,,,,0,Hồng Lạc,258777
1,547,,,,,1,1,,,,2,Nguyễn Đức Cảnh,258779
1,100,,,,,,,,,,,Nguyễn Thị Đặng,258780
1,70,,,,1,,1,,,,2,Trường Chinh,258781
1,70,4,4,5,,,1,,1,,2,Quang Trung,258783
1,130,12,14,12,,,,,,,4,Nguyễn Văn Đậu,258784
1,90,,,,1,,1,,,,3,Nguyễn Ảnh Thủ,258785
1,60,,,,1,,1,,,,,Phan Huy Ích,258788
1,,17,,,1,,1,,,,5,Thành Thái,258789
1,77.4,,,,1,,,,,1,2,Lê Quang Định,258793
1,75,4,5,5,,,1,,1,,2,Nguyễn Văn Nghi,258794
1,27,,,,1,0,1,0,0,,0,Âu Cơ,258796
1,,4,,3,1,,,,,1,4,Thành Mỹ Lý Thường Kiệt,258797
1,,2,,2,,,,,,,2,Lê Bình,258798
1,47,,,,,,,,,,2,Ấp Bắc,258799
1,100,,17,,1,,1,,,,5,Thành Thái,258800
1,85,3,3,3,1,,,,1,,1,Lê Lai,258801
1,23.1,2,3,2,1,,,,,,2,Phan Văn Trị,258802
1,70,5,5,4,1,,,,,,,"Thích Quảng Đức, Phùng Văn Cung",258803
1,64,4,,,1,,,,,1,3,Đường D,258804
1,,4,,4,1,0,1,0,0,0,3,Đỗ Nhuận,258805
1,56,5,5,4,1,,,,,,2,Lê Lợi,258807
1,72,5,5,6,,,,,1,1,3,Phan Văn Trị,258808
1,113,,,,1,,1,,1,,2,Trịnh Đình Trọng,258809
1,85,,,,1,,,,,,0,Trần Văn Quang,258810
1,75,1,2,,1,1,1,,1,,,Vạn Kiếp,258813
1,65,4,4,5,1,0,1,1,1,1,3,Trịnh Đình Trọng,258814
1,44,,,,1,,,,,,3,Q.Phú Nhuận,258815
1,80,4,7,5,1,,,,,1,4,CV Gia Định,258816
1,44,,7,7,1,,,,,1,2,Bến xe miền Đông,258819
1,,3,,,1,1,1,,,,2,Vườn Lài,258820
1,40,3,4,,,,1,,,,3,Nơ Trang Long,258822
1,,,,,1,,,,1,,2,Điện Biên Phủ,258825
1,350,,36,,,,,,,,3,Phan Văn Hớn,258826
1,70,,,,1,,,,,,0,Nguyễn Văn Lượng,258827
1,75,,9,,1,,1,1,,,5,Hẻm Ôtô Q.Bình Thạnh,258829
1,45,2,2,2,1,,,,1,,2,Phan Đăng Lưu,258830
1,50,4,4,2,1,,,,1,1,4,Hoàng Hoa Thám,258832
1,68,,,,,,,,,,,Vườn Lài,258834
1,41,2,,3,,,1,,,,2,Tân Phú,258836
1,64,4,,3,,,1,,,1,2,Đ. Tăng Nhơn Phú,258837
1,60,2,,3,1,1,,,1,,2,Đinh Bộ Lĩnh,258840
1,96,2,,1,1,,,,,,5,Lê Quang Định,258841
1,120,3,,3,1,,,,,,2,Lê Văn Thọ,258842
1,67.5,,,,1,,1,,,,0,Dương Quảng Hàm,258843
1,248,,,,,,,,,,,Lạc Long Quân,258844
1,55,2,,1,,,,1,,,0,"Cát Lái, Q2",258845
1,72,6,6,7,1,,,1,,1,5,,258847
1,84,,10,,1,,,,1,1,4,Phú Nhuận,258848
1,52,,8,,,,,,,,5,Q.Bình Thạnh,258850
1,102,5,,,,,,,,1,4,,258852
1,65,5,,,1,,1,,,,2,Phan Xích Long,258857
1,65,3,,1,1,,,1,,1,2,Hoàng Hoa Thám,258858
1,120,,,,1,0,1,0,0,0,2,,258861
1,216,,,,,,1,,,,1,đường số 14,258864
1,40,5,,4,1,,,1,,1,3,,258865
1,58.8,3,3,2,1,,,,,,3,Lê Quang Định,258866
1,72,4,5,3,1,0,1,,,1,2,Lê Đức Thọ,258868
1,64,,,,1,,1,,,,2,GÒ XOÀI,258870
1,56,4,4,4,1,,,,1,1,3,LÊ VĂN QUỚI,258873
1,80,6,7,7,1,,1,,,1,4,,258875
1,70,2,,2,,1,,1,,,0,Đường Song Hành,258880
1,64,,,,1,,1,,,,2,LÊ VĂN QUỚI,258885
1,62,3,,3,1,,,,,1,2,LÊ VĂN QUỚI,258886
1,42,,,,,,,1,1,,,,258889
1,,,,,1,,,,1,,4,Nguyễn Thời Trung,258892
0,40,4,4,4,1,0,0,0,,0,3,Nguyễn Trãi Trần Hưng Đạo,258893
1,85,2,,2,1,0,1,1,0,0,2,Tống Văn Hên,258898
1,32,2,3,2,1,,,,,,2,"Phạm Văn Chiêu, Lê Văn Thọ, Quang Trung",258902
1,60,2,2,1,1,0,1,0,0,0,1,Lê Lợi,258905
1,1000,3,,2,1,,,,,,,Lê Văn Lương,258907
1,60,2,4,2,1,,,,1,,2,Bùi Đình Túy,258909
1,80.51,3,,2,,,,1,,,,,258911
1,84,9,,,1,0,1,,,,5,Đường Hoa,258918
1,45,,,,,,,,1,,1,Linh Tây,258922
1,36,2,,3,,,,,,,3,Đ.Nguyễn Văn Đậu,258923
1,71.4,,,,1,,,,,,4,Hoàng Hoa Thám,258924
1,,6,,7,1,,,,1,1,5,,258925
1,33,2,3,2,,,,,,,2,Trần Phú,258926
1,68,4,,4,1,,,,,1,3,Lê Văn Thọ,258928
1,191.4,26,,,,,,1,,1,6,Tân Thới Nhất,258929
1,126,,,,1,1,,,1,1,4,Nguyễn Văn Đậu,258930
1,176,7,7,1,1,,,,1,1,4,,258932
1,1188,,,,1,,1,,,,0,,258940
1,188,,,,,1,,,1,,2,Nguyễn Văn Linh,258941
1,85,4,,,1,,,,,1,2,,258942
1,27.2,,,,1,,,,,1,3,MÃ LÒ,258943
1,55,3,3,3,1,0,1,0,0,1,3,Lê Văn Việt,258944
1,50.625,,,,1,,,,,,1,LÊ VĂN QUỚI,258945
1,48,,,,1,,,,,,2,LÔ TƯ,258948
1,48,,,,1,,,,,,2,LÔ TƯ,258949
1,42,2,4,2,1,,1,,,,2,PHÚ THỌ HOÀ TÂN PHÚ,258955
1,25,2,4,2,1,,,,1,,3,Nguyễn Thái Sơn,258962
1,86,,,,1,,,,,,,Trường Chinh,258963
1,86,,,,1,,,,,,,Trường Chinh,258964
1,80,,,,1,,1,,,,1,Hà Chương,258965
1,120,,,,1,,1,,,,5,Trung Mỹ Tây,258966
1,50,4,4,5,1,0,1,0,1,0,2,Trường Sa,258969
1,,6,8,7,,,1,,,,5,Bình Thạnh,258971
1,27,,,,1,,,,,,2,Bùi Đình Tuý,258979
1,,10,10,1,1,,,1,,1,7,Phú Nhuận,258981
1,46,4,5,4,1,0,1,0,1,1,3,Huỳnh Văn Bánh,258988
1,80,4,4,3,1,,,,,1,3,Nguyễn Thái Sơn,258989
1,,3,,3,1,,,,,,3,Trường Sa Lê Văn Sỹ,258990
1,120,6,8,5,1,,1,,1,,4,Đường Số 9,258993
1,1188,,,,1,,1,,,,0,Nguyễn Duy Trinh,258994
1,56,4,0,3,1,0,1,0,,1,3,Nguyễn Kiệm,258995
1,60,5,5,4,1,,,,,,4,Vũ Tùng,258996
1,60,5,5,4,1,,,,,,4,Vũ Tùng,258997
1,60,5,5,4,1,,,,,,4,Vũ Tùng,258998
1,43,5,7,3,,,,1,,1,4,Nguyễn Đình Chiểu,259002
1,43,5,7,3,,,,1,,1,4,Nguyễn Đình Chiểu,259003
1,80,3,,4,,,,,,1,2,Đường 64,259004
1,80,3,,4,,,,,,1,2,Đường 64,259005
1,88,3,3,3,1,,,,,,2,Phan Anh,259006
1,88,3,3,3,1,,,,,,2,Phan Anh,259007
1,88,3,3,3,1,,,,,,2,Phan Anh,259008
1,,3,,4,1,,1,1,1,,4,Cô Giang,259009
1,,3,,4,1,,,1,1,,4,Cô Giang,259010
1,47,,,,1,,,1,,,5,Phú Nhuận,259013
1,47,,,,,,,1,,,5,Phú Nhuận,259014
1,110,,,,1,0,1,,,,0,Trần Thị Hè,259017
1,110,,,,1,0,1,,,,0,Trần Thị Hè,259018
1,155,,,3,1,1,1,,,1,2,Tôn Dật Tiên,259019
1,155,,,3,,,,,,1,2,Tôn Dật Tiên,259020
1,42,3,6,4,1,1,1,1,0,1,3,Trần Quang Cơ,259028
1,42,3,6,4,1,1,1,1,0,1,3,Trần Quang Cơ,259029
1,87,6,6,7,1,,1,1,,1,5,Nguyễn Văn Khối,259035
1,87,6,6,7,1,,1,1,,1,5,Nguyễn Văn Khối,259036
1,53,1,1,,,,,,1,,25,Đường Song Hành,259044
1,49,1,,,,,,,1,,25,Đường Song Hành,259045
1,,3,,4,1,,1,1,,1,4,Hoàng Văn Thụ,259054
1,,3,,4,1,,1,1,,1,4,Hoàng Văn Thụ,259055
1,47,2,,2,1,,,,,,2,Nguyễn Văn Đậu,259060
1,47,2,,2,1,,,,,,2,Nguyễn Văn Đậu,259061
1,80.51,3,3,2,,,,1,,,,,259077
1,80.51,3,3,2,,,,1,,,,,259078
1,,4,4,4,1,,1,,,,4,Huỳnh Tấn Phát,259086
1,73,4,,6,1,,,1,,1,4,Lê Văn Thọ,259090
1,58.5,2,5,1,1,,1,,,,1,Ấp 7 Xuân Thới Thượng Huyện Hóc Môn,259099
1,60,4,4,4,1,,1,,1,,3,Hoàng Hữu Nam,259105
1,155,3,,,,,,,,,,,259108
1,160,6,,,,,,1,,,4,Đỗ Xuân Hợp,259112
1,42,,,,,,,1,1,,,,259113
1,40,3,,,1,,,,,,3,Lê Quang Định,259121
1,225,,,,,,,,,,0,đường Ngay KCN Hiệp Thành,259129
1,34,1,,,,,,,,,0,Vành Đai 2 đường số 4 P. Trường Thọ TP. Thủ Đức,259142
1,84,4,,5,1,,,,,1,4,Quang Trung,259157
1,50,5,5,3,1,,,,,,3,Nguyễn Kiệm,259158
1,56,2,2,2,1,,1,,,,2,Nguyễn Văn Khối,259161
1,65,2,,2,,,1,1,1,,,Đường D1,259162
1,,2,,,1,,1,,,,2,Đỗ Nhuận,259165
1,77.7,5,5,,1,,1,1,,1,4,Song Hành,259169
1,67,2,,2,,,,1,,,,Đường Võ Chí Công,259170
1,93,3,,2,,,,1,,,,Võ Chí Công,259171
1,125,3,4,2,,1,1,1,1,1,2,Vòng Xoay Liên Phường Phường Phú Hữu Q9,259172
1,64.9,,,,1,,,,,,1,Bùi Tư Toàn,259173
1,50,1,2,1,,,1,1,,,0,Đường Võ Chí Công,259174
1,70,3,,,1,0,1,,,,2,Nguyễn Văn Quá,259175
1,90,3,,,,,1,1,,,,Vành Đai 2,259182
1,100,,,,1,,,,,,1,Lê Đại Hành,259188
1,56,5,,4,,,,,,,5,,259189
1,240,,,,1,,,,,,0,Âu Cơ,259193
1,63,4,4,4,1,,,,,,3,Sư Vạn Hạnh,259196
1,115,,,,1,,,,,,4,Nguyễn Tri Phương,259198
1,56,,,,1,,,,,,3,KD Minh Phụng,259208
1,72,,,,1,,,,,,2,Tô Hiến Thành,259209
1,55,1,2,1,,,,1,,,0,Đỗ Xuân Hợp,259213
1,53,4,4,3,1,,1,,1,0,2,Lã Xuân Oai,259220
1,53,3,,2,,,,,,,2,Trần Quý Cáp,259224
1,50,4,,3,1,,,,,1,3,Trần Bình Trọng,259226
1,60,,,,1,,,,,,0,Quang Trung,259234
1,110,3,,,1,0,1,,,1,3,Trường Chinh,259246
1,40,,,,1,,,,,,0,,259249
1,40,,,,1,,,,,,0,,259250
1,,3,,4,1,,,1,,1,4,Cao Thắng,259252
1,10.6,3,,4,,1,,,1,1,5,,259253
1,48,4,4,3,1,,,,,,3,Phan Văn Trị,259254
1,95,4,7,7,1,,,1,1,1,5,Phan Văn Trị,259255
1,216,,,,,,1,,,,1,đường số 14,259257
1,160.8,,,,1,,1,,,,0,VÕ THỊ ĐẦY,259263
1,58,,,,1,,,,,,3,Đường số 1,259266
1,60,,,,1,,,1,,,3,Đường số 2,259268
1,32,3,3,3,1,0,1,1,0,0,3,Đường Số 59,259279
1,60,4,4,3,,,,,,,3,Hoàng Văn Thụ,259282
1,88,4,,,1,,,,,1,3,Nguyễn Văn Lượng,259284
1,42,5,5,4,,,1,,,1,4,Đường Số 8,259286
1,45,,,,1,,,,,,4,Lê Đại Hành,259294
1,120,,,,1,,,,,,6,Lê Đại Hành,259298
1,115,3,,2,1,,,1,1,,2,Phạm Thế Hiển,259309
1,48,,,,1,,,,1,1,5,18B,259310
1,,3,,2,,,,1,1,,2,Nguyễn Quý Anh,259314
1,,3,,2,,,,1,1,,2,Nguyễn Quý Anh,259315
1,126,,,,1,,,,,,0,Đường Liên Phường,259318
1,10000,,,,,,,,,,0,Gò Cát,259319
1,90,2,2,2,,,,,,,,Trần Bạch Đằng,259324
1,128,3,3,,,,1,,,1,2,Dương Quảng Hàm,259325
1,48,2,2,2,1,,,,,,,Dương Quảng Hàm,259328
1,230,3,,,1,,,1,,,,Đường 138,259332
1,1188,,,,,,1,,,,0,Nguyễn Duy Trinh,259336
1,46,1,2,,,,1,,,,,Võ Chí Công,259341
1,141.2,,,,,,,,,,2,"PHÚ HỮU, THỦ ĐỨC",259342
1,58,6,,,1,,,1,,1,2,Phạm Văn Đồng,259343
1,87,6,6,5,1,,,1,,,3,Trần Huy Liệu,259345
,,,,,,,,,,,0,,259364
1,40,,,,1,,,,,,2,Chiến Lược,259376
1,80,,,,1,,1,,,1,3,TÊN LỬA,259377
1,50,2,,,,,,,,,26,Nguyễn Lương Bằng,259379
1,48,4,4,4,1,0,1,0,1,1,3,MÃ LÒ,259380
1,82.06,2,,2,,,,,,,,Nguyễn Cơ Trạch,259384
1,143,4,,,,1,1,1,,,7,Trần Văn Trà,259387
1,257,5,,,,,,,,,,,259393
1,,,,,,,1,,,,4,Vòng xoay Liên Phường TP. Thủ Đức,259394
1,29.2,2,,2,1,,1,,,,2,Đường Lạc Long Quân,259397
1,50,,,,,,,,,,4,Lê Quang Định,259402
1,83.3,,,,1,0,1,0,1,0,2,Tô Hiệu,259404
1,,4,4,4,1,,1,,,,3,Đường 3/2,259407
1,,4,4,4,1,,,,,,3,Đường 3/2,259408
1,93,5,5,5,1,0,1,0,0,1,4,Đường Số 1,259410
1,1114,,,,,,1,,,,0,Thanh Niên,259411
1,52,3,,,1,,1,,,1,3,Phan Huy Ích,259412
1,72,,,,1,,1,,,,3,Quang Trung,259414
1,30,3,3,,1,,1,,,,3,Huỳnh Tấn Phát,259415
1,76,3,,2,,,1,1,,1,2,Cộng Hòa,259416
1,242,,27,,1,,,,1,,2,Đường số 6 phường Linh Xuân Thủ Đức,259419
1,92.72,3,3,,,,1,,,,6,Bùi Hữu Nghĩa,259437
1,90,4,4,4,1,,,,1,1,3,Lê Đức Thọ,259438
1,16,2,2,2,1,,,1,,,2,,259439
1,,3,,,1,,,,1,,4,Vĩnh Viễn,259445
1,80,,,,1,,1,,,,0,Tân Thới Hiệp,259447
1,48,,6,,1,,,,,,3,,259449
1,49,,,,1,,1,,,1,2,Nguyễn Thị Tần,259457
1,,2,,,1,,1,,,,2,,259468
1,68,7,7,7,1,0,1,0,1,0,2,Đường số 7,259473
1,68.8,6,7,7,1,0,1,1,0,0,3,Đường 6m,259474
1,68,,,,,,1,,,,2,SỐ 18B,259480
1,32,2,,2,1,,,,,,3,Chiến Lược,259496
1,215,4,5,5,1,1,1,,1,1,3,Nguyễn Oanh – Hà Huy Giáp,259501
1,91.4,,0,,1,,1,,,,,Nguyễn Phú Chu,259502
1,56.29,1,2,1,,1,,,1,,19,Lương Đình Của,259514
1,56.29,1,2,1,,,,,1,,19,Lương Đình Của,259515
1,56.29,1,2,1,,,,,1,,19,Lương Đình Của,259518
1,139.5,,,,1,,,,,,2,LÊ VĂN QUỚI,259519
1,56.29,1,2,1,,1,,,1,,19,Lương Đình Của,259522
1,51.02,,,,,,,1,1,,25,Tạ Quang Bửu,259524
1,35,4,4,3,1,0,1,1,0,0,2,Đường Số 2,259527
1,70,3,3,2,1,0,1,0,0,0,2,GÒ XOÀI,259528
1,39.2,,,,1,,,,1,,2,Đường 26 tháng 3,259531
1,90,3,,3,1,,,,,,3,Phan Huy Ích,259537
1,80,3,,,1,0,1,,,,2,Trường Chinh,259541
1,100,,,,1,0,1,,,,,Nguyễn Thị Búp,259544
1,24,2,,2,1,,1,,,,2,Lý Thái Tổ,259545
1,36,3,3,3,1,,,,,,2,Nguyễn Văn Công,259548
1,36,3,3,3,1,,,,,,2,Nguyễn Văn Công,259549
1,37.8,2,2,2,1,,,1,1,,2,Lê Văn Thọ,259552
1,90,,,,,1,1,,,,0,,259554
1,80,4,4,4,1,0,1,0,0,1,3,Đường Số 8,259560
1,200,,,,1,,1,,,,0,đường Liên Phường P. Phước Long B,259574
1,80,3,7,4,1,,,,1,1,3,Đường 38 Hiệp Bình Chánh,259575
1,102,,,,1,,,,,,0,Nguyễn Sơn,259576
1,98,,,,1,,1,,,,4,Trần Văn Quang,259577
1,100,4,4,5,,,,1,1,,2,Đường Bưng Ông Thoàn,259578
1,500,,,,,,,,,,3,Nguyễn Duy Trinh,259579
1,190,0,0,0,0,0,0,0,,0,0,Lương Thị Thềm,259581
1,190,0,0,0,0,0,1,0,,0,0,Lương Thị Thềm,259582
1,,3,,,,,,,1,1,4,,259585
1,168,,,,1,,,,,,2,Đường Số 18B,259588
1,80,,,,1,,1,,1,,2,ĐẤT MỚI,259590
1,54,,,,1,,,,,,,Số 1 Bình Long,259591
1,52,,,,1,,,,,,2,SỐ 2 MÃ LÒ,259592
1,66,3,,4,1,1,,0,,,,Hòa Hảo,259595
1,66,3,,4,1,1,,0,,,,Hòa Hảo,259596
1,135,,,,1,,,,,,,HƯƠNG LỘ 2,259598
1,68,,,,1,,1,,,,2,LÊ VĂN QUỚI,259601
1,100,,,,,,,,,,0,Đường Bưng Ông Thoàn,259603
1,60,3,3,4,1,0,1,0,0,1,2,MÃ LÒ,259605
1,120,,,,,,,,,,,Nguyễn Duy Trinh,259608
1,120,,,,,,,,,,,Nguyễn Duy Trinh,259609
1,53,1,2,1,,,,1,,,0,Võ Chí Công,259612
1,105,2,,2,1,,,,,,2,Hoàng Hoa Thám,259616
1,82.1,2,,2,,0,1,,1,,9,Nơ Trang Long,259643
1,32,5,,3,1,,,,1,,4,Bành Văn Trân,259654
1,25,2,,2,1,,1,,,,2,Điện Biên Phủ,259657
1,90,4,4,,,,1,,,1,4,Đường nhựa 10 mét,259661
1,32,2,2,2,1,,,,,,2,Lê Văn Thọ,259663
1,96,2,2,1,1,,,,,,1,Nguyễn Oanh,259664
1,65,,,,1,,,,,,2,Bình Trị Đông,259678
1,72,2,,1,,,,1,1,,2,Nam hòa,259682
1,52,2,,,1,,,,1,,2,đường số 2 tăng Nhơn Phú b Q9,259683
1,162.5,3,,2,,,,1,1,,2,Đỗ Xuân Hợp,259684
1,,2,,3,1,,1,,,,2,Sư Vạn Hạnh,259685
1,74,4,4,3,1,,,,,1,2,,259697
1,,4,,3,,,,,1,1,2,Cao Lỗ,259699
1,31,2,,2,1,,1,,,,2,,259701
1,,2,,2,1,0,1,,,,2,Nguyễn Súy,259702
1,100,,,,1,,,,,,4,Cộng Hòa,259709
1,100,1,,,1,0,1,1,0,0,5,Phạm Văn Hai,259719
1,72,,,,1,,,,,,3,Lê Thị Hồng,259721
1,80,,,,1,1,1,,,,0,Lê Văn Lương,259725
1,80,,0,,1,1,1,,,,0,Lê Văn Lương,259726
1,40,,,,1,,,,,,0,Lạc Long Quân,259733
1,,6,,,1,,,,1,1,5,Đồng Đen,259734
1,600,,,,,,,,,,0,đường liên huyện Bù Nho,259745
1,96.3,4,4,4,1,0,1,0,1,0,2,Cầu Nhị Thiên Đường,259755
1,53,2,,2,1,,,,,,,,259757
1,60,5,,,1,,,,,,4,Đường Số 9,259766
1,140,,,,,1,1,,,,0,Song Hành,259770
1,200,,,,1,,,,,,5,Bạch Đằng,259778
1,110,3,4,,1,,,,,,2,Bạch Đằng,259779
1,63,3,5,1,1,0,1,1,1,0,3,Phan Huy Ích,259781
1,85,4,,,,,,1,,,4,,259790
1,60,4,,,1,,,1,,1,4,Trường Sa,259801
1,81.5,,,,,1,1,,,,2,Đoàn Văn Bơ,259810
1,60,,,,1,,1,,,1,4,Âu Cơ,259826
1,25,2,3,3,1,0,1,0,0,1,4,Đất Thánh,259830
1,93,4,,,1,0,1,0,0,1,2,CMT8,259832
1,60,3,,,,1,1,,,,0,,259833
1,60,2,2,1,,,,,,,0,Tạ Quang Bửu,259835
1,60,,,,1,,,,,,4,Âu Cơ,259838
1,25,2,3,3,1,1,1,,,1,2,Tứ Hải,259845
1,72,4,4,6,1,,,,,1,3,Quang Trung,259846
1,72,4,,6,1,,,,,1,3,Quang Trung,259847
1,48,2,3,1,,,1,,1,1,2,Hxh thống Nhất,259850
1,300,,,,,,,,,,4,Hoàng Diệu,259851
1,50,,,,1,,,,,,4,Lạc Long Quân,259852
1,34.1,5,5,3,1,,,,1,,4,Bành Văn Trân,259867
1,42,3,,3,,,,,1,1,4,Lê Quang Định,259869
1,41,3,6,3,1,,,,,1,3,Nguyễn Thái Sơn,259873
1,40,2,2,2,1,,,,,,2,,259889
1,101.5,,,,1,1,1,,,,0,Nguyễn Duy Trinh,259891
1,60,,,,1,,,,,,0,Lạc Long Quân,259893
1,215,4,,5,,,,,1,,3,Tô Ngọc Vân,259900
1,32,,,,1,,1,,,,2,SỐ 3B BÌNH LONG,259901
1,50,2,2,1,,,,1,,,0,Vòng Xoay Liên Phường,259903
1,204,,,,1,,,,,,,HƯƠNG LỘ 2,259906
1,48,,,,1,,,,,,1,LÊ VĂN QUỚI,259909
1,172,,,,1,,,,,,,LÊ VĂN QUỚI,259910
1,84,,,,1,,,,1,,2,GÒ XOÀI,259912
1,54,,,,,,,,,1,2,TÂN HOÀ ĐÔNG,259913
1,40,,,,1,,,,,,2,Đường Số 12 Bình Hưng Hoà,259915
1,4874,,,,,,1,,,,0,Thác Đam’bri,259916
1,46,,,,1,,1,,1,,2,Số 12 Bình Hưng Hoà,259917
1,,3,,3,1,1,1,,,1,2,Chợ Vải Phú Thọ Hòa,259918
1,1900,,,,,,,,,,,Đường Mã Lò,259919
1,77,4,5,5,1,0,1,0,1,1,3,Lê Văn Quới,259922
1,83.25,3,6,5,1,1,1,1,1,1,3,,259926
1,92,3,3,2,,,,,,,0,,259931
1,70,2,,2,,1,,1,,,0,Đường Song Hành,259936
1,64,3,3,3,1,,,,1,,3,Lê Đức Thọ,259939
1,12,2,3,,1,,1,,1,,2,Lạc Long Quân,259942
1,60,3,3,2,,,,,,,3,Quang Trung,259943
1,12,2,3,,1,,1,,1,,2,Lạc Long Quân,259946
1,,2,5,1,,,1,1,,,5,Nguyễn Xí,259957
1,120,10,,,1,,1,,,,,Trường Chinh,259965
1,24,2,0,2,1,0,0,0,,0,2,Nguyễn Văn Khối,259967
1,33,2,2,2,1,,,,,,2,Nguyễn Kiệm,259968
1,,3,,,1,,1,,,,2,,259969
