article_id,alleyway_property,under_mortgage,residential_purpose,numbers_of_floors,has_rooftop,furnished,street_name,0
279878.0,1,,1,3,,1,Phạm Văn Chiêu,
279877.0,,,,,,,,
279875.0,1,,1,2,,1,Phạm Văn Chiêu,
279873.0,1,,1,3,1,,Miếu Gò Xoài,
279872.0,,,1,5,,,Phan Văn Trị,
279871.0,,,1,4,,,Trường Sa,
279870.0,,,1,4,,,Trường Sa,
279869.0,0,,1,2,,,Đường Thống Nhất,
279868.0,1,,1,2,,,Nguyễn Văn Lượng,
279867.0,1,,1,2,0,,Lê Văn Quới,
279866.0,1,,1,2,0,,Lê Văn Quới,
279865.0,1,,1,2,,,Nguyễn Văn Quá Quang Trung,
279864.0,,,1,4,,,Trường Sa,
279863.0,,,1,3,,,Lê Văn Thọ Phường 11 Gò Vấp,
279856.0,,,1,3,,,Xô Viết Nghệ Tĩnh,
279855.0,,,1,2,,,đường số 7 LINH XUÂN,
279847.0,1,,1,1,,,Liên Khu 8-9,
279844.0,,,1,3,1,,Dương Quang Đông,
279842.0,1,,1,3,,,Đường Đặng Văn Bi,
279835.0,,,1,2,,,Nguyễn Văn Lượng,
279830.0,,,1,4,1,1,Tân Phú,
279815.0,,,1,5,,,Hoàng Sa,
279813.0,1,,1,2,0,,Liên Khu 8-9,
279811.0,,,1,2,,,Bùi Minh Trực,
279810.0,,,1,2,,,Nguyễn Văn Trỗi Hoàng Văn Thụ Phan Đình Phùng,
24923,0,0,1,5,0,0,Nguyễn Văn Khối,
279807.0,1,,1,2,,,Quang Trung,
279805.0,,,1,3,,,Cư xá Đồng Tiền Q.10,
279801.0,,,1,4,,,Trường Sa,
279796.0,1,,1,5,,1,Duong Quang Ham,
279794.0,1,,1,3,1,,Đường Trương Phước Phan,
279792.0,1,,1,2,1,,Đường Số 2 Gò Xoài,
279791.0,,,1,1,,,Lê Văn Quới,
279789.0,,,1,2,,,"Đường 6M Hòa Bình Tân Phú, Khu VIP Hiệp Tân",
279788.0,1,0,1,3,0,0,"Đương Đức Hiền, Tân Phú",
279787.0,,,1,,,1,,
279786.0,,,1,,,1,,
279778.0,1,1,1,2,,1,Lẵ Vản Sự,
279777.0,1,1,1,2,,1,Lê Văn Sỹ,
279776.0,,,1,2,,,Xô Viết Nghệ Tĩnh,
279774.0,,,1,2,,,Xô Viết Nghệ Tĩnh,
279773.0,,,1,2,,,Xô Viết Nghệ Tĩnh,
279772.0,0,,1,3,,,Tô Hiến Thành,
279771.0,,,1,0,,,Đường Vườn Lài Tân Phú,
279769.0,,,1,5,1,,Điện Biên Phủ,
279767.0,,,1,1,,,đường Số 18B,
279765.0,0,,1,4,1,,đường số 21,
279764.0,,,1,5,,,Xô Viết Nghệ Tỉnh,
279763.0,,,1,1,,,Lê Văn Quới,
279762.0,,,1,5,1,,Điện Biên Phủ,
279761.0,,,1,5,1,,Điện Biên Phủ,
279760.0,0,0,1,1,,,Miếu Gơ Xoại,
279756.0,1,,1,3,1,,Mã Lò,
279755.0,,,1,,,,,
279754.0,,,1,,,1,Đường Đỗ Xuân Hợp,
279753.0,1,,1,2,,,Phan Văn Trị,
279752.0,1,,1,2,0,,Man Thiện,
279750.0,,,1,,,,Liêu Bình Hương,
279746.0,,,1,4,1,,Đường Tô Hiệu Tân Phú,
279745.0,,,1,3,,,"Phường Cô Giang, Quận 1",
279744.0,,,1,8,,,Phạm Viết Chánh,
279743.0,,,1,,,,Nguyễn Trãi,
279742.0,,,1,4,,,PHẠM NGŨ LÃO,
279741.0,,,1,4,,,TRẦN ĐÌNH XU,
279740.0,,,1,,,,Khu Công Nghệ Cao,
279739.0,,,1,4,,,Quang Trung Phường 11 Gò Vấp,
279735,0,1,1,2,0,0,Lã Xuân Oai Tăng Nhơn Phú A,
279730.0,,,1,2,,,Công viên Metro Bình Phú giáp Bình Tân,
279729.0,,,1,2,,,đường số 7 LINH XUÂN,
279728,,,1,2,,,Linh Xuân,
279722.0,,,,,,,Khu Công Nghiệp Long Hậu,
279721.0,,,1,5,,1,Bàu Cát Trương Định,
279711.0,,,1,3,,,"đường số 61, Thảo Điền, Quận 2",
279699.0,,,1,,,,Khu Trần Đại Nghĩa Bình Chánh,
279693.0,0,,1,2,,,Lạc Long Quân,
279690.0,,,1,6,,,Cộng Hòa,
279689.0,1,,1,3,,1,Nguyễn Văn Khối,
279688.0,1,,1,2,,,Nguyễn Văn Lượng,
279687.0,1,0,1,2,0,1,"Phạm Văn Chiêu, Gò Vấp",
279684.0,0,0,1,3,0,0,Thành Thái,
279683.0,,,1,2,,,Thành Thái,
279681.0,,,1,2,,,"Nhà đẹp ngay Uỷ ban nhân dân Bình Tân, đối diện khu tên lửa, gần Q.6",
279679.0,1,,1,3,,,Thành Thái,
279678.0,1,,1,7,,,An Dương Vương Bình Tân,
279667.0,1,,1,2,,,Lạc Long Quân,
279664.0,1,,1,2,,,Hương Lộ 2,
279663.0,1,,1,3,1,,Hương Lộ 2,
279656.0,,,1,,,,đường số 64 Khu Dân Cư Văn Minh,
279652.0,,,1,3,,,Hiệp Bình Chánh Thủ Đức,
279651.0,1,,1,2,,,Nguyễn Văn Công Phường 3 Gò Vấp,
279649.0,,,1,2,,,Tô Ngọc Vân Linh Đông Thủ Đức,
279648.0,,,1,2,,,QL1K,
279647.0,,,1,2,,,QL1K,
279646.0,,1,1,3,1,,Chợ Đầu Mối Thủ Đức,
279645.0,,,1,3,1,,Võ Văn Ngân,
279644.0,,,1,2,,,Vạn Phúc City Thủ Đức,
279643.0,1,,1,2,,,Nguyễn Văn Đậu,
279639.0,,,1,,,1,Đường Võ Chí Công,
279637.0,,,1,,,,Cao Xuân Dục Phường 12 Quận 8,
279635.0,,,1,0,,,Cao Xuân Dục Phường 12 Quận 8,
279634.0,,,1,,,,Nguyễn Cửu Phú,
279631.0,1,,1,4,,1,Đinh Bộ Lĩnh,
279630.0,,,1,4,,,Nguyễn Thượng Hiền,
279629.0,,,1,4,,,Nguyễn Thượng Hiền,
279628.0,,,1,6,,,Cộng Hòa,
279625.0,,,1,2,,,đường số 57 An Phú Quận 2,
279623.0,,,1,4,,,Trường Sa,
279622.0,1,1,1,2,,1,Lê Văn Sỹ,
279618.0,,,1,,,,Nguyễn Hữu Thọ,
279617.0,,,1,,,,Nguyễn Hữu Thọ,
279614.0,1,,1,3,1,,ĐƯỜNG SỐ 9 - BÌNH HƯNG HÒA,
279612.0,,,1,5,1,,Bình Phú,
279603.0,,,1,,,,Dương Thị Giang Q12,
279602.0,1,,1,3,,,ĐỀ THÁM,
279597.0,1,,1,3,,1,Nguyễn Văn Khối,
279595.0,,,1,,,,,
279592.0,,,1,4,,,Nguyễn Trọng Tuyển,
279591.0,1,,1,2,,,Lê Lợi Phường 4 Gò Vấp,
279590.0,1,0,1,2,0,0,Lê Lợi Phường 4 Gò Vấp,
279589.0,,,1,3,1,,Nguyễn Xuân Ôn,
279588.0,,,1,2,,,Nguyễn Trãi,
279587.0,,,1,3,1,,Phan Văn Trị,
279586.0,,,1,5,,,Trần Đình Xu,
279585.0,1,,1,3,,1,Hòa Bình Tân Phú,
279584.0,,,1,2,,,Nam Hòa,
279582.0,1,,1,3,,,Lã Xuân Oai,
279577.0,0,0,1,3,1,1,Nguyễn Xí,
279570.0,1,,1,2,1,,Phường 4 Gò Vấp,
279569,,,1,5,,1,"Bàu Cát, Tân Bình",
279566.0,1,0,1,4,0,1,Hương Lộ 3 Bình Tân,
279562.0,,,1,2,,,Tô Ngọc Vân,
279558,,,1,2,,,Phạm Văn Đồng,
279557.0,1,,1,3,1,1,Bán Bích Tân Phú,
279555.0,1,0,1,3,0,0,Tô Ngọc Vân,
279553.0,1,0,1,2,0,1,Lạc Long Quân,
279552.0,,,,,,,,
279547.0,,,1,2,,1,Lê Văn Lương,
279546.0,,,1,,,,Số 7 đường Einstein,
279545.0,,,1,0,,,21 đường Nguyễn Thị Chiên Xã Tân An Hội Củ Chi,
279542.0,,,1,3,,,Nguyễn Kiệm Phường 3 Gò Vấp,
279541.0,,,1,5,,1,Tân Hương,
279540.0,1,,1,3,,1,Tô Hiến Thành,
279535.0,0,0,1,3,0,1,Hoa Đào,
279534.0,1,,1,2,,,Xô Viết Nghệ Tĩnh,
279532.0,,,1,3,1,1,"Bàu Cát, Quận Tân Bình",
279529.0,,,1,2,1,,Phú Nhuận khu phố ẩm thực P. 2,
279528.0,,,1,3,,1,Nguyễn Văn Đậu,
279527.0,1,,1,4,,1,Lý Tự Trọng,
279526.0,,,1,3,,,Đỗ Xuân Hợp,
279524.0,,,1,4,,,Mai Thị Lựu,
279523.0,,,1,4,,,Mai Thị Lựu,
279519.0,1,,1,3,,,Phan Đăng Lưu,
279518.0,1,,1,3,,,Phan Đăng Lưu,
279516.0,1,,1,2,,,Thạnh Mỹ Lợi,
279515.0,1,,1,4,1,1,Phạm Văn Chiêu,
279513.0,,,1,,,,Suối Lội,
279510.0,1,0,1,2,0,0,"Tân Hương, Tân Phú",
279509.0,1,,1,2,,1,Quốc lộ 1A,
279508.0,,,1,2,,,Thạnh Mỹ Lợi,
279507.0,1,,1,,,,Đường số 9,
279500.0,,,1,2,,,Lạc Long Quân,
279498.0,,,1,0,,,Lã Xuân Oai,
279494.0,,,1,2,,,Lê Văn Quới,
279493,,,1,2,,,"Bình Thọ, Thủ Đức",
279490.0,1,0,1,2,0,0,Tân Tạo Bình Tân,
279489.0,1,0,1,2,0,0,Tân Tạo Bình Tân,
279485.0,1,,1,4,,,Lê Văn Thọ Phường 8 Gò Vấp,
279483.0,,,1,2,,1,,
279479,,,1,2,1,,Phan Văn Trị,
279477.0,,,1,2,1,,Dương Quảng Hàm,
279476.0,,,1,,,1,,
279474.0,,,1,1,,,Dương Đình Hội,
279472.0,,,1,2,,,Pháp lý chuẩn công chứng ngay Lh : 0901668469 Mr Nhạn xem nhà miễn phí ( miễn tiếp trung gian ),
279471.0,,,1,5,1,1,QUẬN 6,
279470.0,1,,1,4,,,Võ Văn Kiệt,
279469.0,1,,1,2,1,,Tân Hòa Đông,
279468.0,,,1,2,,1,Bình Hưng Hòa A,
279466.0,1,,1,5,,1,Tô Hiến Thành,
279461.0,1,,1,2,,,Bùi Thế Mỹ,
279460.0,1,,1,2,1,1,Chu Văn An,
279452.0,,,1,2,,,"Đường số 8, Phường Trường Thọ, Thủ Đức",
279451.0,,,1,,,,Chợ Tăng Nhơn Phú A,
279449.0,1,,1,3,,,"Hẻm xe hơi, Bệnh viện Bình Tân",
279448.0,0,,1,4,,,Lê Văn Quới,
279447.0,1,,1,2,,,Tên Lửa,
279446.0,1,,1,2,,,Phường tân thới nhất,
279445.0,,,1,,,,Ngô Chí Quốc,
279443.0,1,0,1,2,0,1,Gò Vấp Phạm Văn Chiêu Phường 9,
279441.0,1,,1,4,,,Nguyễn Thế Truyện Tân Sơn Nhì Tân Phú,
279438.0,0,0,1,,,,Nguyễn Xiển,
279435.0,,,1,,,1,Xa Lộ Hà Nội,
279434.0,,,1,,,,Phạm Hùng,
279433.0,,,1,4,1,,P Hiệp Bình Chánh,
279432.0,,,1,,,,158 đường An Dương Vương,
279423.0,1,,1,2,,,Võ Văn Hát,
279422.0,,,1,,,,Khu Dân Cư Văn Minh An Phú Q2,
279421.0,,,1,,,1,Đường Đỗ Xuân Hợp,
279418.0,,,,,,,,
279417.0,1,,1,2,1,,Quốc Lộ 1K,
279413.0,,,1,,,1,Đường D1 Phường Phước Long B Q9,
279409,0,0,1,3,1,0,Nguyễn Văn Lượng,
279405.0,,,1,3,1,1,"Đường Số 7, P. Tam Bình Thủ Đức",
279403.0,1,0,1,2,0,1,Xô Viết Nghệ Tĩnh,
279395,,,1,4,,1,Bình Tân,
279390.0,,,1,1,,,Ngã tư Tân Sơn Nhì + Gò Dầu,
279389.0,,,1,,,,Cây Da tân Phú Trung,
279381.0,1,,1,3,1,,Tân Phú,
279379.0,,,,,,,Lò Lu,
279374.0,1,,1,2,,,Ngô Tất Tố,
279373.0,1,,1,,,,Nguyễn Ảnh Thủ,
279372.0,0,0,1,0,0,1,Hoàng Diệu 2,
279371.0,,,1,2,,,Đinh Tiên Hoàng,
279368.0,,,1,2,1,,Lê Văn Thọ Phường 9 Gò Vấp,
285164.0,1,0,1,3,0,0,HXH Lê Văn Thọ Phường 8 Gò Vấp,
279360.0,,,1,4,1,,Xô Viết Nghệ Tĩnh Điện Biên Phủ Trường Sa,
279358.0,,,1,20,,,170 Lò Lu,
279352.0,1,,1,4,1,1,Lê Văn Chí,
279351.0,1,,1,,1,,,
279348.0,1,0,1,4,1,0,Hương Lộ 2 Bình Tân,
279345,,,1,,,,,
279344.0,,,1,3,,,Đồng Văn Cống,
279341.0,,,1,2,,1,Hoàng Diệu,
279334.0,,,1,5,,1,Tân Phú,
279331.0,,,1,2,,,ĐƯỜNG NHỰA 8M PHAN VĂN TRỊ,
279330.0,,,1,,,,Nguyễn Thị Rành,
279326.0,1,,1,2,1,,Nguyễn Thượng Hiền,
279323.0,1,,1,,,,Phan Văn Trị,
279313.0,1,,1,4,,,Dương thị mười,
279310.0,,,1,2,,,Nguyễn Hữu Cảnh,
279306.0,1,,1,5,,,Phạm Văn Chiêu,
279291.0,1,,1,3,1,,Lũy Bán Bích Tân Hương Thoại Ngọc Hầu 5p,
279290.0,1,,1,4,1,,Lũy Bán Bích Tân Hương Thoại Ngọc Hầu,
279289.0,,,1,2,,,Lê Đình Cản,
279282.0,,,1,2,1,1,Nguyễn Thị Búp,
279274.0,1,,1,2,,,Thành Mỹ,
279266.0,,,1,4,1,,Tân Tiến Đông Hồ,
279265.0,,,1,4,1,,Tân Tiến Đông Hồ,
279264.0,,,1,3,1,,quang trung,
279263.0,1,,1,2,,,Quang Trung,
279261.0,1,,1,3,1,1,Âu Dương Lân,
279260.0,,,1,,,,Quốc Lộ 13 Phường Hiệp Bình Phước TP Thủ Đức,
279258.0,,,1,2,1,,NB Cao Lỗ,
279256.0,,,1,4,1,1,Nguyễn Hữu Thọ Nhà Bè,
279255,1,,1,5,,,"Quốc Lộ 1 A, Bình Hưng Hòa B, Bình Tân",
279253.0,1,,1,2,1,,Lạc Long Quân,
279252.0,0,0,1,8,0,0,Nguyễn Văn Lạc,
279251.0,0,0,1,8,0,0,Nguyễn Văn Lạc,
279249.0,1,,1,3,,,Thạch Lam,
279245.0,0,,1,3,,,Điện Biên Phủ Lê Hồng Phong,
279241,0,,1,2,0,,Lê Quang Định,
279239.0,1,,1,3,1,,Lế Vản Thọc,
279237.0,,,1,5,1,1,Sư Vạn Hạnh Nguyễn Tri Phương,
279236.0,,,1,3,,,Lý Thái Tổ,
279232.0,,,1,2,,,Kha Vạn Cân,
24423.0,0,0,1,4,0,,Nguyễn Văn Khối,
279229.0,1,,1,4,1,,DS 21 Gò vấp,
279228.0,,,1,1,,,"Lê Đình Cẩn, Bình Tân",
279226.0,1,,1,2,,,Tỉnh Lộ 10,
279225.0,1,,1,1,,,Hiệp Bình Phạm Văn Đồng,
279221.0,,,,,,,,
279219.0,1,0,1,0,,,QL1K,
279218.0,1,,1,2,1,,MT Kha Vạn Cân,
279217.0,1,0,1,2,1,0,Hoàng Hoa Thám,
279216.0,,,1,7,1,,Bùi Đình Túy,
279215.0,0,,1,2,,,Xô Viết Nghệ Tĩnh,
279214.0,,,1,2,,,Lạc Long Quân,
279213.0,1,,1,3,,,Lê Văn Quới,
279212.0,1,,1,3,1,,Đường Lê Văn Quới,
279211.0,,,1,3,1,,quang trung,
279210.0,,,1,2,,,Quang Trung,
279204.0,,,1,2,,1,Liên Phường Phường Phú Hữu Q9,
279201.0,,,1,3,1,1,MT Phạm Văn Đồng,
279200.0,,,1,3,,1,HXH giáp Hòa Bình Tân Phú,
279199.0,,,1,,,1,Đường Võ Chí Công,
279194.0,1,,1,2,,,Tân Thới Nhất,
279193.0,1,,1,2,,,Tân Thới Nhất,
279189.0,1,,1,2,,,Tứ Hải,
279184.0,1,0,1,4,0,0,Lê Văn Quới,
279180.0,0,0,1,2,0,0,Phạm Phú Thứ Hồng Lạc,
279177.0,,,1,3,1,,Nguyễn Hữu Thọ,
279176.0,0,0,1,0,0,0,Trường Chinh CMT8 ngã tư Bảy Hiền,
279175.0,1,,1,2,,1,Đường Dạ Nam,
279169.0,,,1,2,,,Võ Văn Ngân,
279168.0,,,1,2,,,Võ Văn Ngân,
279167.0,,,1,3,1,,Bùi Minh Trực,
279166.0,,,1,0,,,Tỉnh Lộ 2,
279165.0,0,0,1,2,0,0,Phạm văn Đồng,
279163.0,1,,1,2,,,Nguyễn Ảnh Thủ Tô Ký,
279159.0,,,1,,,,Lò Lu,
279153.0,1,0,1,2,0,0,Phạm Văn Đồng,
279152.0,1,0,1,0,0,0,Linh Xuân,
279150.0,1,,1,1,,,Đường Ao Đôi,
279145.0,1,,1,2,,,Trần Quang Cơ,
279137.0,1,0,1,0,,,Linh Xuân,
279134.0,1,0,1,,,,QL1K,
279133.0,1,0,1,0,0,0,QL1K,
279132.0,1,,1,2,,,,
279131.0,1,,1,2,1,1,Chánh Hưng,
279128.0,1,0,1,2,1,1,Tám Danh Phường 4 Quận 8,
279124.0,,,1,3,,,Lê Quang Định,
279123.0,1,,1,5,,1,Lê Văn Quới,
279122.0,1,,1,5,,1,Lê Văn Quới,
279121.0,,,1,2,,,Âu Cơ,
279111.0,1,,1,2,,,Quang Trung,
279110.0,,,1,,,,Ba Sa Phước Hiệp,
279107.0,1,0,1,2,0,1,Khu vực Xô Viết Nghệ Tĩnh Điện Biên Phủ Trường Sa Nguyễn Hữu Cảnh,
279106.0,,,1,2,,1,đường số 25 phường Hiệp Bình Chánh Tp Thủ Đức,
279104.0,,,,3,1,,đường Bông Sao Phường 5 Quận 8,
279103.0,,,1,5,,,Đ. Tân Quý,
279099.0,1,,1,2,,,Thoại Ngọc Hầu,
279098,1,,1,2,,,Thoại Ngọc Hầu,
279096.0,1,,1,2,,,Ni Sư Huỳnh Liên P10 TB,
279095,1,,1,2,,,Thoại Ngọc Hầu,
279093.0,,,1,4,,,Mặ tiền Tân Hoà Đông,
279078.0,,,1,4,,,Âu Cơ,
279072.0,,,1,,,,Tân Tiến Tân Thới Hiệp Quận 12,
279069.0,1,,1,3,,,Nguyễn Xí,
279059.0,,,1,5,1,1,Hòa Hảo,
279054.0,0,,1,2,,,Cao Đằng Kinh Tế,
279053.0,1,,1,3,1,,Đường 3/2,
279052.0,1,0,1,2,1,0,"Đặng Thủy Trâm, Bình Thạnh",
279051.0,1,,1,2,1,,Đặng Thủy Trâm,
279050.0,1,,1,2,,1,Đại lộ 3 Đỗ Xuân Hợp Cao Đằng Kinh tế Đối Ngoại,
279049.0,1,0,1,2,0,1,Đường Số 7 Cư Xá Đô Thành,
279048.0,1,,1,3,1,,Nguyễn Quý Yêm,
279046.0,1,,1,2,,,Lê Đình Cẩn Bình Tân,
279042.0,,,1,2,,,,
279032.0,1,,1,3,1,,Hương Lộ 2,
279031.0,0,,1,2,,,Số 1 Mã Lò,
279025.0,1,,1,1,,,Lê Văn Quới,
279022.0,,,1,,,,Lê Văn Quới,
279018.0,,,1,2,,,Đường ô tô né giáp Tân Phú,
279016.0,,,1,,,1,Lê Văn Quới,
279015.0,,,1,2,,,Hoàng Hoa Thám,
279014.0,,,1,,,1,Lê Thành,
279013.0,,,1,2,,,,
279010.0,,,1,1,,1,Phạm Văn Đồng,
279009.0,0,,1,4,,1,Đường Nơ Trang Long,
279008.0,,,1,,,,,
279007,1,,1,2,,,Lê Quang Định,
279006.0,,,1,,,,TCH 26,
279002.0,,,1,2,,,Thạnh Mỹ Lợi,
279001,,,1,3,,,Phan Văn Trị,
279000.0,1,,1,2,,,Thủ Đức,
278999.0,1,,1,6,1,,Tô Hiến Thành,
278998,1,,1,,,,Hương Lộ 2,
278997.0,0,0,1,3,1,1,Chu Văn An,
278996.0,1,,1,2,,,Lê Văn Quới,
278994,1,0,1,0,0,0,Hương Lộ 2,
278993.0,,,1,,,,Cao Lỗ,
278991.0,,,1,2,1,,Đường số 10 Linh Trung,
285164.0,,,1,2,1,,Đường số 10 Linh Trung,
278989.0,,,1,,,1,Đường Đỗ Xuân Hợp,
278987.0,,,1,,,,Nguyễn Văn Linh,
278986.0,,,1,20,,,"170 Lò Lu, Quận 9, TP. Thủ Đức",
278985.0,1,,1,5,,,HL2 Bình Tân,
278983.0,1,0,1,3,1,1,Phan Văn Trị,
278982.0,0,,1,2,1,,Thạnh Mỹ Lợi,
278980.0,1,,1,,,,"Kế Đầm Sen, Tân Phú",
278978,1,,1,,,,Lê Văn Quới,
278975.0,0,0,1,,,,Nguyễn Thị Nhung Hiệp Bình Phước Thủ Đức,
278973.0,1,,1,3,,1,"Tây Thạnh, Tân Phú, Hồ Chí Minh",
278972,1,,1,2,,,Phùng Văn Cung,
278971.0,,,1,,,,671 Nguyễn Duy Trinh Bình Trưng Đông Quận 2,
278969.0,1,,1,3,1,,đường 23 Hiệp Bình Chánh,
278967.0,1,,1,3,,,Trần Văn Ơn,
278961.0,1,0,1,3,1,1,"Hẻm 6m, Đường Bốn Xã, Bệnh viện Bình Tân",
278960.0,,,1,4,1,,Nguyễn Duy Trinh,
278959.0,1,,1,3,1,,Đường Bình Tiên,
278958.0,1,,1,3,1,,Đường Bình Tiên,
278957.0,,,1,2,1,1,Phú Lâm,
278956.0,,,1,,,,,
278955.0,,,1,2,,,Kinh Dương Vương,
278954.0,1,,1,2,,1,Nguyễn Văn Lượng,
278953.0,0,0,1,5,1,1,đường Vạn Kiếp,
278946.0,,,1,1,,,đường số 5 linh trung thủ đức,
278945.0,1,,1,3,1,,Đường 27,
278944.0,1,,1,3,1,,Đường 27 Hiệp Bình Chánh,
278942.0,,,1,,,,Liên Phường,
278941.0,,,1,,,,Lê Đức Thọ,
278940.0,,,1,2,,1,"Lạc Long Quân, Tân Bình",
278937.0,,,1,3,1,,Ni Sư Huỳnh Liên Tân Bình,
278935.0,1,,1,2,1,,Nguyễn Súy,
2ty550,,,1,1,,,Đặng Văn Bi Trường Thọ Thủ Đức,
278931.0,1,0,1,4,1,0,Hoàng Văn Thụ,
278930,1,,1,3,,,Thoại Ngọc Hầu,
278927.0,0,,1,3,,,Bình Trưng Tây,
278925.0,,,1,2,1,1,Nguyễn Thị Định,
278924,1,,1,2,,,Âu Cơ,
278922.0,,,1,3,1,,Đường D5,
278921.0,,,1,4,1,,"Đường D5, Phường 25, Bình Thạnh",
278919.0,,,1,18,,,Phan Văn Trị,
278918.0,,,1,2,1,,Đinh Tiên Hoàng,
278915.0,,,1,4,,1,Nơ Trang Long,
278914.0,,,1,6,1,,Đường 12M,
278913.0,1,,1,2,,,Khuông Việt,
278910.0,1,,1,3,,,Lê Đình Cẩn Bình Tân,
278907.0,1,,1,,,,Nguyễn Văn Lạc,
278906.0,1,,1,2,,,đường số 20 phường 5 quận Gò Vấp,
278900.0,,,1,,,,,
278896.0,0,0,1,2,0,0,Phạm Văn Chiêu,
278893.0,,,1,3,1,,Phan Xích Long,
278891.0,,,1,2,,1,,
278883.0,1,,1,2,1,1,đường 48 nhánh 3 Hiệp Bình Chánh,
278880.0,1,,1,2,,,Hai Bà Trưng,
278879,1,0,1,2,0,0,Đường số 10 Linh Trung Thủ Đức TPHCM,
278878.0,1,0,1,3,0,0,Đường số 10 Linh Trung Thủ Đức TPHCM,
278877.0,1,0,1,3,0,0,Đường số 18 Linh Chiểu,
278871.0,1,,1,2,1,1,Phan Đình Phùng,
278870.0,1,,1,5,,,Xô Viết Nghệ Tỉnh,
278869.0,1,,1,3,,,Trương Quốc Dung,
278868.0,,,1,4,,,Sơn Kỳ,
278867.0,,,1,2,,,Nguyễn Thiện Thuật,
278863.0,1,,1,3,1,,Lê Trọng Tấn,
278859,1,,1,3,,,Huỳnh Văn Nghệ,
278857.0,1,,1,2,,,Quốc lộ 13,
278856.0,,,1,3,1,1,Kha Vạn Cân,
278855.0,,,1,4,1,,Trần Văn Kiểu,
278854.0,,,1,5,1,,,
278853.0,1,1,1,2,0,0,Hòa Bình,
278851.0,1,,1,2,1,,,
278850.0,1,0,1,2,1,1,,
278849,1,0,1,3,0,0,Bùi Tư Toàn Bình Tân,
278848.0,0,,1,2,,,Kha Vạn Cân,
278832.0,1,0,1,2,1,1,Tân Hòa Đông,
278831.0,,,1,,,,Nguyễn Thị Thạo 1,
278828.0,1,,1,3,,,Lê Đức Thọ,
278826.0,,,1,3,,,Lê Đức thọ,
278819.0,,,1,2,,,Lê Đình Thám,
278815.0,,,1,3,1,,Phan Xích Long Phan Đăng Lưu Lê Văn Duyệt Trường Sa,
278807.0,,,1,,,,Nguyễn Xí,
278806.0,,,1,,,,Đào Trí,
278804.0,1,0,1,3,,,Nguyễn Xiển,
278801.0,,,1,,,,,
278799.0,,,1,,,,Phan Huy Ich,
278793.0,,,1,5,1,,Phường Linh Đông,
278792.0,0,0,1,3,1,1,"ĐƯỜNG SỐ 4, KDC TÊN LỬA, BÌNH TÂN",
278791.0,,,,,,,,
278788.0,,,1,,,,đường số 5 (đình phong phú) quận 9,
278787,1,0,1,4,0,0,Lê Văn Quới,
278785.0,1,0,1,2,1,0,Chợ Kinh Dương Vương An Lạc Bình Tân,
278782.0,,,1,2,,,đường Thích Quảng Đức,
278781.0,,,1,2,,,đường Thích Quảng Đức,
278777.0,,,1,,,,Lê Hiến Mai,
278776.0,,,,,,,,
278773.0,,,1,,,,Đinh Thị Thi,
278771.0,1,,1,2,1,,"An Dương Vương, Bình Tân",
278770.0,,,1,,,,,
278765.0,,,1,2,,,Phạm Văn Bạch,
278757.0,,,1,,,,,
278756.0,,,1,,,,"Đường Trương Văn Thành, Hiệp Phú, Quận 9",
278753.0,1,,1,2,,,đường Số 16 Gò Xoài,
278752.0,,,1,,,,Ngô Quang Thắm,
278750.0,1,,1,3,1,,Trương Phước Phan,
278747.0,1,,1,1,,,Mã Lò,
278744.0,1,,1,1,,,Hương Lộ 2,
278742.0,1,,1,2,,,Hương Lộ 2,
278741.0,0,,1,3,1,,Đường Số 22,
278740.0,1,,1,3,,,Lê Đình Cẩn,
278738.0,,,1,,,1,Xa Lộ Hà Nội,
278735.0,1,,1,1,,,Lê Văn Quới,
278733.0,,,1,5,,,Lê Văn Quới,
278730.0,,,1,3,,,Hoàng Văn Thụ,
278729.0,,,1,2,,,đường số 2 Thảo Điền Quận 2,
278728,,,1,2,,,Thống Nhất,
278727.0,,,1,4,0,,Nguyễn Du,
278723.0,,,1,,,,Trường Lưu,
278720.0,,,1,2,,,,
278719.0,,,1,5,,,,
278718.0,,,1,2,,,"Đường 8M, KDC Lê Thành Bình Tân",
278717.0,,,1,2,,,Tân Hòa Đông,
278716.0,,,1,2,,,Đường Kênh Tân Hóa,
278714.0,0,,1,4,,1,Tâm Phú,
278713.0,1,,1,3,1,1,Tân Bình,
278709.0,,,1,,,1,Lương Định Của,
278707.0,,,1,4,1,,Phạm Văn Bạch,
278706.0,,,1,,,,Liên Phường,
278705.0,1,,1,2,,,Nguyễn Đình Chiểu,
278700.0,0,0,1,2,0,0,Lê Văn Sỹ,
278698.0,,,1,5,,1,Tô Hiệu,
278697.0,0,0,1,2,0,1,Điện Biên Phủ,
278696.0,1,0,1,2,0,1,Điện Biên Phủ,
278695.0,,,1,1,1,,Riva Park Q4,
278694.0,0,,1,2,,1,Bùi Quang Là,
278692.0,1,,1,5,,,Nguyễn Thị Tú,
278689.0,,,1,16,,1,City Garden,
278687.0,1,,1,,,,Linh Xuân,
278686.0,,,1,2,1,,Lê Văn Lương,
278685.0,1,0,1,,,,Tỉnh lộ 43,
278684.0,,,1,,,,671 Nguyễn Duy Trinh Bình Trưng Đông Quận 2,
278681.0,,,1,3,,,Nguyễn Sơn,
278673.0,,,1,2,,,Cách Mạng Tháng 8,
